sel,title,artist,top genre,year,added,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop
716,Die For You,VALORANT,video game music,2021,2022‑04‑22,95,71,60,-5,13,10,213,8,3,64
717,Short Circuit,Daft Punk,electro,2001,2022‑04‑22,110,56,54,-11,8,22,207,0,7,50
718,Face to Face,Daft Punk,electro,2001,2022‑04‑22,118,44,87,-10,3,96,240,0,7,60
719,Something About Us,Daft Punk,electro,2001,2022‑04‑22,100,48,88,-13,5,38,233,44,10,69
720,Get Lucky (feat. Pharrell Williams and Nile Rodgers),Daft Punk,electro,2013,2022‑04‑21,116,79,81,-9,7,86,370,4,4,73
721,Airman Ga Taosenai - I Can't Beat Airman,Tsuko G.,eurobeat,2015,2022‑04‑21,200,92,36,-5,72,64,239,1,8,30
722,Instant Crush (feat. Julian Casablancas),Daft Punk,electro,2013,2022‑04‑20,110,59,78,-10,8,52,338,4,3,74
723,Lost In The Rhythm,Jamie Berry,electro swing,2016,2022‑04‑18,121,85,88,-6,7,73,187,1,18,52
724,X vs ZERO,Naoto Tanaka,sound team,2013,2022‑04‑17,130,94,45,-7,10,51,163,0,11,8
725,ZERO STAGE 2,Naoto Tanaka,sound team,2013,2022‑04‑17,150,98,55,-7,30,88,207,20,4,3
726,Paradigm,Leslie Wai,,2015,2022‑04‑14,130,95,53,-7,21,52,443,0,26,32
727,X - BOSS 2,Yasumasa Kitagawa,japanese vgm,2018,2022‑04‑14,168,95,39,-7,16,43,159,0,5,1
728,Flamewall,Camellia,denpa-kei,2020,2022‑04‑12,150,97,16,-1,9,15,410,0,10,42
729,Drunk,The Living Tombstone,otacore,2020,2022‑04‑12,112,96,58,-3,23,69,206,1,16,55
730,butterfly knife,food house,hyperpop,2021,2022‑04‑11,170,88,31,-6,13,61,169,25,12,0
731,Ready For The Madness,RiraN,j-core,2019,2022‑04‑09,180,94,41,-3,32,28,119,0,6,19
732,Turn the Lights Off,Tally Hall,ann arbor indie,2011,2022‑04‑09,189,70,39,-7,11,77,177,14,8,63
733,Never Going Home,Kungs,edm,2021,2022‑04‑08,122,85,84,-5,6,94,170,9,4,65
734,Lady - Hear Me Tonight,Modjo,disco house,2001,2022‑03‑30,126,81,72,-6,6,87,307,1,4,78
735,Music Sounds Better With You,Stardust,filter house,1998,2022‑03‑30,124,72,74,-7,38,36,403,0,34,69
736,Bumpin',MC Virgins,meme rap,2021,2022‑03‑28,108,91,75,-4,17,53,145,11,11,0
737,Time (Take Your Time),Scatman John,eurodance,1995,2022‑03‑16,133,95,72,-9,10,76,225,14,4,25
738,Stan,Eminem,detroit hip hop,2000,2022‑03‑06,80,77,78,-4,52,51,404,4,24,79
739,Eggman Mean Bean,Tee Lopes,,2018,2022‑03‑04,150,100,42,-5,22,88,146,0,6,30
740,Unveil,Creo,speedrun,2019,2022‑02‑28,134,21,19,-14,11,6,86,30,3,27
741,Saeed (Paranormal Attack & Skazi Remix),Infected Mushroom,psychedelic trance,2018,2022‑02‑27,140,95,61,-5,10,22,267,0,9,30
742,Saeed,Infected Mushroom,psychedelic trance,2009,2022‑02‑27,145,85,57,-6,13,34,424,1,7,43
743,Death Battle: Mega Mania,Brandon Yates,djent,2019,2022‑02‑20,180,93,34,-6,13,40,227,0,9,1
744,Within,Daft Punk,electro,2013,2022‑01‑15,110,30,70,-14,10,7,229,89,3,55
745,Crystal Tokyo,FantomenK,chiptune,2017,2021‑12‑09,174,93,35,-7,32,40,329,0,5,37
746,DisChipo,FantomenK,chiptune,2011,2021‑12‑09,127,97,62,-8,13,81,325,0,4,27
747,Dance Of The Incognizant,FantomenK,chiptune,2011,2021‑12‑09,135,94,60,-5,8,88,427,3,4,28
748,After Dark,Mr.Kitty,weirdcore,2014,2021‑12‑05,140,60,59,-10,8,4,259,7,3,76
749,Cold War,Jack Wall,video game music,2020,2021‑12‑05,120,39,51,-12,10,9,202,37,3,35
750,Snakeskin Boots,Jack Wall,video game music,2015,2021‑12‑05,94,54,67,-7,6,45,181,52,8,43
751,Rising Tide,Jack Wall,video game music,2020,2021‑12‑05,122,71,51,-12,12,16,201,0,4,42
752,Adrenaline,Jack Wall,video game music,2012,2021‑12‑05,200,91,39,-10,11,54,206,0,5,48
753,Renegades,X Ambassadors,modern alternative rock,2015,2016‑05‑04,90,86,53,-6,23,53,195,1,9,75
754,"Game On (feat. Good Charlotte) - From ""Pixels - The Movie""",Waka Flocka Flame,atl hip hop,2015,2016‑05‑04,166,99,58,-4,55,74,227,1,27,50
